Reference,Status,Survey title,Source title,Survey authors,Source authors,Survey year,Source dates,Survey venue,Source venue,Source URL,Link status,Notes
194,matched,Clamber: A benchmark of identifying and clarifying ambiguous information needs in large language models,CLAMBER: A Benchmark of Identifying and Clarifying Ambiguous Information Needs in Large Language Models,"Tong Zhang, Peixin Qin, Yang Deng, Chen Huang, Wenqiang Lei, Junhong Liu, Dingnan Jin, Hongru Liang, and Tat-Seng Chua",Tong Zhang; Peixin Qin; Yang Deng; Chen Huang; Wenqiang Lei; Junhong Liu; Dingnan Jin; Hongru Liang; Tat-Seng Chua,2024,2024/8,"InProceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 10746–10766, 2024.",Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2024.acl-long.578,reachable,
195,matched,Butterfly effects in toolchains: A comprehensive analysis of failed parameter filling in llm tool-agent systems,Butterfly Effects in Toolchains: A Comprehensive Analysis of Failed Parameter Filling in LLM Tool-Agent Systems,"Qian Xiong, Yuekai Huang, Ziyou Jiang, Zhiyuan Chang, Yujia Zheng, Tianhao Li, and Mingyang Li",Qian Xiong; Yuekai Huang; Ziyou Jiang; Zhiyuan Chang; Yujia Zheng; Tianhao Li; Mingyang Li,2025,2025/11,"InEMNLP (Findings), pages 16712–16729, 2025.",Findings of the Association for Computational Linguistics: EMNLP 2025,https://doi.org/10.18653/v1/2025.findings-emnlp.907,reachable,
196,matched,Driftbench: Diagnosing cooperative breakdowns in llm agents under input faults via multi-turn interaction,Drift-Bench: Diagnosing Cooperative Breakdowns in LLM Agents under Input Faults via Multi-Turn Interaction,"Han Bao, Zheyuan Zhang, Pengcheng Jing, Zhengqing Yuan, Kaiwen Shi, and Yanfang Ye",Han Bao; Zheyuan Zhang; Pengcheng Jing; Zhengqing Yuan; Kaiwen Shi; Yanfang Ye,2026,2026/02/02; 2026/02/02,"arXiv preprint arXiv:2602.02455, 2026.",arXiv preprint,https://arxiv.org/abs/2602.02455,reachable,
197,matched,From spark to fire: Modeling and mitigating error cascades in llm-based multi-agent collaboration,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,"Yizhe Xie, Congcong Zhu, Xinyue Zhang, Tianqing Zhu, Dayong Ye, Minfeng Qi, Huajie Chen, and Wanlei Zhou",Yizhe Xie; Congcong Zhu; Xinyue Zhang; Tianqing Zhu; Dayong Ye; Minfeng Qi; Huajie Chen; Wanlei Zhou,2026,2026/03/04; 2026/05/11,"arXiv preprint arXiv:2603.04474, 2026.",arXiv preprint,https://arxiv.org/abs/2603.04474,reachable,
198,matched,Agentnoisebench: Benchmarking robustness of tool-using llm agents under noisy condition,AgentNoiseBench: Benchmarking Robustness of Tool-Using LLM Agents Under Noisy Condition,"Ruipeng Wang, Yuxin Chen, Yukai Wang, Chang Wu, Junfeng Fang, Xiaodong Cai, Qi Gu, Hui Su, An Zhang, Xiang Wang, et al",Ruipeng Wang; Yuxin Chen; Yukai Wang; Chang Wu; Junfeng Fang; Xiaodong Cai; Qi Gu; Hui Su; An Zhang; Xiang Wang; Xunliang Cai; Tat-Seng Chua,2026,2026/02/11; 2026/02/18,"arXiv preprint arXiv:2602.11348, 2026.",arXiv preprint,https://arxiv.org/abs/2602.11348,reachable,
199,matched,On calibration of modern neural networks,On Calibration of Modern Neural Networks,"Chuan Guo, Geoff Pleiss, Yu Sun, and Kilian Q Weinberger",Chuan Guo; Geoff Pleiss; Yu Sun; Kilian Q. Weinberger,2017,2017/07/17,"InInternational conference on machine learning, pages 1321–1330. PMLR, 2017.",International Conference on Machine Learning,https://proceedings.mlr.press/v70/guo17a.html,reachable,
200,matched,Just ask for calibration: Strategies for eliciting calibrated confidence scores from language models fine-tuned with human feedback,Just Ask for Calibration: Strategies for Eliciting Calibrated Confidence Scores from Language Models Fine-Tuned with Human Feedback,"Katherine Tian, Eric Mitchell, Allan Zhou, Archit Sharma, Rafael Rafailov, Huaxiu Yao, Chelsea Finn, and Christopher Manning",Katherine Tian; Eric Mitchell; Allan Zhou; Archit Sharma; Rafael Rafailov; Huaxiu Yao; Chelsea Finn; Christopher D. Manning,2023,2023/12,"In Houda Bouamor, Juan Pino, and Kalika Bali, editors,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing, pages 5433–5442, Singapore, December 2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.emnlp-main.330.",Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,https://doi.org/10.18653/v1/2023.emnlp-main.330,reachable,
201,matched,Proper scoring rules for agentic uncertainty quantification,Proper Scoring Rules for Agentic Uncertainty Quantification,"Suresh Raghu, Satwik Pandey, and Shashwat Pandey",Suresh Raghu; Satwik Pandey; Shashwat Pandey,2026,2026/05/23; 2026/05/23,"arXiv preprint arXiv:2605.24756, 2026.",arXiv preprint,https://arxiv.org/abs/2605.24756,reachable,
202,matched,Dynamic consensus communication mechanism for large language model-based multi-agent systems,Dynamic Consensus Communication Mechanism for Large Language Model-Based Multi-Agent Systems,"Liancheng Yang, Sining Li, and Aobo Deng",Liancheng Yang; Sining Li; Aobo Deng,2026,2026/06; 2026/01/14; 2026-01-14,"Journal of Signal Processing Systems, 98, 2026.",Journal of Signal Processing Systems,https://doi.org/10.1007/s11265-025-01978-3,reachable,
203,differences,A survey on large language model based autonomous agents,A survey on large language model based autonomous agents,"Lei Wang, Chengbang Ma, Xueyang Feng, Zeyu Zhang, Hao ran Yang, Jingsen Zhang, Zhi-Yang Chen, Jiakai Tang, Xu Chen, Yankai Lin, Wayne Xin Zhao, Zhewei Wei, and Ji rong Wen",Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang; Jingsen Zhang; Zhiyuan Chen; Jiakai Tang; Xu Chen; Yankai Lin; Wayne Xin Zhao; Zhewei Wei; Jirong Wen,2023,2024/12; 2024/03/22; 2024-03-22,"Frontiers of Computer Science, 18, 2023.",Frontiers of Computer Science,https://doi.org/10.1007/s11704-024-40231-1,reachable,Source name forms differ for: Chengbang Ma; Zhi-Yang Chen. This may include spelling errors or author name variants; the source author list is shown separately. | Survey year: 2023. Selected source date year(s): 2024. Preprint and publication dates must be cited as separate versions.
204,matched,Understanding the planning of llm agents: A survey,Understanding the planning of LLM agents: A survey,"Xu Huang, Weiwen Liu, Xiaolong Chen, Xingmei Wang, Hao Wang, Defu Lian, Yasheng Wang, Ruiming Tang, and Enhong Chen",Xu Huang; Weiwen Liu; Xiaolong Chen; Xingmei Wang; Hao Wang; Defu Lian; Yasheng Wang; Ruiming Tang; Enhong Chen,2024,2024/02/05; 2024/02/05,"ArXiv, abs/2402.02716, 2024.",arXiv preprint,https://arxiv.org/abs/2402.02716,reachable,
205,matched,Reflexion: Language agents with verbal reinforcement learning,Reflexion: Language Agents with Verbal Reinforcement Learning,"Noah Shinn, Federico Cassano, Edward Berman, Ashwin Gopinath, Karthik Narasimhan, and Shunyu Yao",Noah Shinn; Federico Cassano; Edward Berman; Ashwin Gopinath; Karthik Narasimhan; Shunyu Yao,2023,2023/03/20; 2023/10/10,,arXiv preprint,https://arxiv.org/abs/2303.11366,reachable,
206,matched,Generative agents: Interactive simulacra of human behavior,Generative Agents: Interactive Simulacra of Human Behavior,"Joon Sung Park, Joseph O’Brien, Carrie J. Cai, Meredith Ringel Morris, Percy Liang, and Michael S. Bernstein",Joon Sung Park; Joseph O'Brien; Carrie Jun Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein,2023,2023-10-29; 2023-10-29; 2023-10-29,"Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology, 2023.",Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,https://doi.org/10.1145/3586183.3606763,metadata-confirmed; publisher may restrict automated access,
207,matched,Hear both sides: Efficient multi-agent debate via diversity-aware message retention,Hear Both Sides: Efficient Multi-Agent Debate via Diversity-Aware Message Retention,"Manh Hung Nguyen, Anh Hong Nguyen, Dung Nguyen, Svetha Venkatesh, and Hung Le",Manh Nguyen; Anh Nguyen; Dung Nguyen; Svetha Venkatesh; Hung Le,2026,2026/03/21; 2026/04/14,"ArXiv, abs/2603.20640, 2026.",arXiv preprint,https://arxiv.org/abs/2603.20640,reachable,
208,matched,Uncertainty driven active learning of coarse grained free energy models,Uncertainty driven active learning of coarse grained free energy models,"Blake R Duschatko, Jonathan Vandermause, Nicola Molinari, and Boris Kozinsky",Blake R. Duschatko; Jonathan Vandermause; Nicola Molinari; Boris Kozinsky,2024,2024/01/08; 2024-01-08,"NPJ Computational Materials, 10(1):9, 2024.",npj Computational Materials,https://doi.org/10.1038/s41524-023-01183-5,reachable,
209,matched,Multi-objective bayesian active learning for mev-ultrafast electron diffraction,Multi-objective Bayesian active learning for MeV-ultrafast electron diffraction,"Fuhao Ji, Auralee Edelen, Ryan Roussel, Xiaozhe Shen, Sara Miskovich, Stephen Weathersby, Duan Luo, Mianzhen Mo, Patrick Kramer, Christopher Mayes, et al",Fuhao Ji; Auralee Edelen; Ryan Roussel; Xiaozhe Shen; Sara Miskovich; Stephen Weathersby; Duan Luo; Mianzhen Mo; Patrick Kramer; Christopher Mayes; Mohamed A. K. Othman; Emilio Nanni; Xijie Wang; Alexander Reid; Michael Minitti; Robert Joel England,2024,2024/06/03; 2024-06-03,"Nature Communications, 15(1):4726, 2024.",Nature Communications,https://doi.org/10.1038/s41467-024-48923-9,reachable,
210,matched,Traversing chemical space with active deep learning for low-data drug discovery,Traversing chemical space with active deep learning for low-data drug discovery,Derek Van Tilborg and Francesca Grisoni,Derek van Tilborg; Francesca Grisoni,2024,2024/10; 2024/09/27; 2024-09-27,"Nature Computational Science, 4(10):786–796, 2024.",Nature Computational Science,https://doi.org/10.1038/s43588-024-00697-2,reachable,
211,matched,Taking the human out of the loop: A review of Bayesian optimization,Taking the Human Out of the Loop: A Review of Bayesian Optimization,"Bobak Shahriari, Kevin Swersky, Ziyu Wang, Ryan P. Adams, and Nando de Freitas",Bobak Shahriari; Kevin Swersky; Ziyu Wang; Ryan P. Adams; Nando de Freitas,2016,2016-1; 2016-1,"Proceedings of the IEEE, 2016.",Proceedings of the IEEE,https://doi.org/10.1109/jproc.2015.2494218,metadata-confirmed; publisher may restrict automated access,
212,matched,Modern Bayesian experimental design,Modern Bayesian Experimental Design,"Tom Rainforth, Adam Foster, Desi R. Ivanova, and Freddie Bickford Smith",Tom Rainforth; Adam Foster; Desi R. Ivanova; Freddie Bickford Smith,2024,2024/02; 2024-02-01,"Statistical Science, 2024.",Statistical Science,https://doi.org/10.1214/23-sts915,reachable,
213,matched,Self-driving laboratory for accelerated discovery of thin-film materials,Self-driving laboratory for accelerated discovery of thin-film materials,"B. P. MacLeod, F. G. L. Parlane, T. D. Morrissey, F. Häse, L. M. Roch, K. E. Dettelbach, R. Moreira, L. P. E. Yunker, M. B. Rooney, J. R. Deeth, V. Lai, G. J. Ng, H. Situ, R. H. Zhang, M. S. Elliott, T. H. Haley, D. J. Dvorak, A. Aspuru-Guzik, J. E. Hein, and C. P. Berlinguette",B. P. MacLeod; F. G. L. Parlane; T. D. Morrissey; F. Häse; L. M. Roch; K. E. Dettelbach; R. Moreira; L. P. E. Yunker; M. B. Rooney; J. R. Deeth; V. Lai; G. J. Ng; H. Situ; R. H. Zhang; M. S. Elliott; T. H. Haley; D. J. Dvorak; A. Aspuru-Guzik; J. E. Hein; C. P. Berlinguette,2020,2020-5-15; 2020-5-15,"Science Advances, 2020.",Science Advances,https://doi.org/10.1126/sciadv.aaz8867,metadata-confirmed; publisher may restrict automated access,
214,matched,A mobile robotic chemist,A mobile robotic chemist,"Benjamin Burger, Phillip M. Maffettone, Vladimir V. Gusev, Catherine M. Aitchison, Yang Bai, Xiaoyan Wang, Xiaobo Li, Ben M. Alston, Buyi Li, Rob Clowes, Nicola Rankin, Brandon Harris, Reiner Sebastian Sprick, and Andrew I. Cooper",Benjamin Burger; Phillip M. Maffettone; Vladimir V. Gusev; Catherine M. Aitchison; Yang Bai; Xiaoyan Wang; Xiaobo Li; Ben M. Alston; Buyi Li; Rob Clowes; Nicola Rankin; Brandon Harris; Reiner Sebastian Sprick; Andrew I. Cooper,2020,2020/07; 2020/07/08; 2020-07-08,"Nature, 2020.",Nature,https://www.nature.com/articles/s41586-020-2442-2,reachable,
215,matched,Autonomous chemical research with large language models,Autonomous chemical research with large language models,"Daniil A. Boiko, Robert MacKnight, Ben Kline, and Gabe Gomes",Daniil A. Boiko; Robert MacKnight; Ben Kline; Gabe Gomes,2023,2023/12; 2023/12/20; 2023-12-20,"Nature, 2023.",Nature,https://www.nature.com/articles/s41586-023-06792-0,reachable,
216,matched,Augmenting large language models with chemistry tools,Augmenting large language models with chemistry tools,"Andres M. Bran, Sam Cox, Oliver Schilter, Carlo Baldassari, Andrew D. White, and Philippe Schwaller",Andres M. Bran; Sam Cox; Oliver Schilter; Carlo Baldassari; Andrew D. White; Philippe Schwaller,2024,2024/05; 2024/05/08; 2024-05-08,"Nature Machine Intelligence, 2024.",Nature Machine Intelligence,https://doi.org/10.1038/s42256-024-00832-8,reachable,
217,matched,An autonomous laboratory for the accelerated synthesis of inorganic materials,An autonomous laboratory for the accelerated synthesis of inorganic materials,"Nathan J. Szymanski, Bernardus Rendy, Yuxing Fei, Rishi E. Kumar, Tanjin He, David Milsted, Matthew J. McDermott, Max Gallant, Ekin Dogus Cubuk, Amil Merchant, Haegyeom Kim, Anubhav Jain, Christopher J. Bartel, Kristin Persson, Yan Zeng, and Gerbrand Ceder",Nathan J. Szymanski; Bernardus Rendy; Yuxing Fei; Rishi E. Kumar; Tanjin He; David Milsted; Matthew J. McDermott; Max Gallant; Ekin Dogus Cubuk; Amil Merchant; Haegyeom Kim; Anubhav Jain; Christopher J. Bartel; Kristin Persson; Yan Zeng; Gerbrand Ceder,2023,2023/12; 2023/11/29; 2023-11-29,"Nature, 2023.",Nature,https://doi.org/10.1038/s41586-023-06734-w,reachable,
218,matched,The virtual lab of AI agents designs new SARS-CoV-2 nanobodies,The Virtual Lab of AI agents designs new SARS-CoV-2 nanobodies,"Kyle Swanson, Wesley Wu, Nash L. Bulaong, John E. Pak, and James Zou",Kyle Swanson; Wesley Wu; Nash L. Bulaong; John E. Pak; James Zou,2025,2025/10; 2025/07/29; 2025-07-29,"Nature, 2025.",Nature,https://doi.org/10.1038/s41586-025-09442-9,reachable,
219,matched,Accelerating scientific discovery with Co-Scientist,Accelerating scientific discovery with Co-Scientist,"Juraj Gottweis, Wei-Hung Weng, Alexander Daryin, Tao Tu, Petar Sirkovic, Artiom Myaskovsky, Grzegorz Glowaty, Felix Weissenberger, Alessio Orlandi, Dan Popovici, Anil Palepu, Keran Rong, Ryutaro Tanno, Khaled Saab, Fan Zhang, Jacob Blum, Andrew Carroll, Kavita Kulkarni, Nenad Tomašev, Dina Zverinski, Ivor Rendulic, Elahe Vedadi, Florian Hasler, Luka Rimanic, Marina Boia, Ivan Budiselic, Ben Feinstein, Mathias Bellaiche, Tom Sheffer, Jan Freyberg, Jeremy Ratcliff, Ottavia Bertolli, Katherine Chou, Avinatan Hassidim, Burak Gokturk, Amin Vahdat, Yuan Guan, Vikram Dhillon, Eeshit Dhaval Vaishnav, Byron Lee, Tiago R. D. Costa, José R. Penadés, Gary Peltz, Yossi Matias, James Manyika, Demis Hassabis, Yunhan Xu, Pushmeet Kohli, Annalisa Pawlosky, Alan Karthikesalingam, and Vivek Natarajan",Juraj Gottweis; Wei-Hung Weng; Alexander Daryin; Tao Tu; Petar Sirkovic; Artiom Myaskovsky; Grzegorz Glowaty; Felix Weissenberger; Alessio Orlandi; Dan Popovici; Anil Palepu; Keran Rong; Ryutaro Tanno; Khaled Saab; Fan Zhang; Jacob Blum; Andrew Carroll; Kavita Kulkarni; Nenad Tomašev; Dina Zverinski; Ivor Rendulic; Elahe Vedadi; Florian Hasler; Luka Rimanic; Marina Boia; Ivan Budiselic; Ben Feinstein; Mathias Bellaiche; Tom Sheffer; Jan Freyberg; Jeremy Ratcliff; Ottavia Bertolli; Katherine Chou; Avinatan Hassidim; Burak Gokturk; Amin Vahdat; Yuan Guan; Vikram Dhillon; Eeshit Dhaval Vaishnav; Byron Lee; Tiago R. D. Costa; José R. Penadés; Gary Peltz; Yossi Matias; James Manyika; Demis Hassabis; Yunhan Xu; Pushmeet Kohli; Annalisa Pawlosky; Alan Karthikesalingam; Vivek Natarajan,2026,2026/07; 2026/05/19; 2026-05-19,"Nature, 2026.",Nature,https://www.nature.com/articles/s41586-026-10644-y,reachable,
220,matched,Autonomous biomedical research with an artificial intelligence agent,Autonomous biomedical research with an artificial intelligence agent,"Kexin Huang, Serena Zhang, Hanchen Wang, Yuanhao Qu, Yingzhou Lu, Ryan Li, Yusuf Roohani, Lin Qiu, Shiyi Cao, Gavin Li, Junze Zhang, Di Yin, Rick Wierenga, Deniz Kavi, Sherry Liu, Tianwei She, Shruti Marwaha, Jennefer N. Carter, Xin Zhou, Matthew T. Wheeler, Jonathan A. Bernstein, Mengdi Wang, Peng He, Jingtian Zhou, Michael P. Snyder, Le Cong, Aviv Regev, and Jure Leskovec",Kexin Huang; Serena Zhang; Hanchen Wang; Yuanhao Qu; Yingzhou Lu; Ryan Li; Yusuf Roohani; Lin Qiu; Shiyi Cao; Gavin Li; Junze Zhang; Di Yin; Rick Wierenga; Deniz Kavi; Sherry Liu; Tianwei She; Shruti Marwaha; Jennefer N. Carter; Xin Zhou; Matthew T. Wheeler; Jonathan A. Bernstein; Mengdi Wang; Peng He; Jingtian Zhou; Michael P. Snyder; Le Cong; Aviv Regev; Jure Leskovec,2026,2026-8-20; 2026-8-20,"Science, 2026.",Science,https://doi.org/10.1126/science.adz4351,metadata-confirmed; publisher may restrict automated access,
221,matched,Author correction: An autonomous laboratory for the accelerated synthesis of inorganic materials,Author Correction: An autonomous laboratory for the accelerated synthesis of inorganic materials,"Nathan J. Szymanski, Bernardus Rendy, Yuxing Fei, Rishi E. Kumar, Tanjin He, David Milsted, Matthew J. McDermott, Max Gallant, Ekin Dogus Cubuk, Amil Merchant, Haegyeom Kim, Anubhav Jain, Christopher J. Bartel, Kristin Persson, Yan Zeng, and Gerbrand Ceder",Nathan J. Szymanski; Bernardus Rendy; Yuxing Fei; Rishi E. Kumar; Tanjin He; David Milsted; Matthew J. McDermott; Max Gallant; Ekin Dogus Cubuk; Amil Merchant; Haegyeom Kim; Anubhav Jain; Christopher J. Bartel; Kristin Persson; Yan Zeng; Gerbrand Ceder,2026,2026/02; 2026/01/19; 2026-01-19,"Nature, 2026.",Nature,https://doi.org/10.1038/s41586-025-09992-y,reachable,
222,matched,Challenges in high-throughput inorganic materials prediction and autonomous synthesis,Challenges in High-Throughput Inorganic Materials Prediction and Autonomous Synthesis,"Josh Leeman, Yuhan Liu, Joseph Stiles, Scott B. Lee, Prajna Bhatt, Leslie M. Schoop, and Robert G. Palgrave",Josh Leeman; Yuhan Liu; Joseph Stiles; Scott B. Lee; Prajna Bhatt; Leslie M. Schoop; Robert G. Palgrave,2024,2024-3-7; 2024-3-7,"PRX Energy, 2024.",PRX Energy,https://doi.org/10.1103/prxenergy.3.011002,metadata-confirmed; publisher may restrict automated access,
223,matched,Bayes-entropy collaborative driven agents for research hypotheses generation and optimization,Bayes-Entropy Collaborative Driven Agents for Research Hypotheses Generation and Optimization,"Shiyang Duan, Yuan Tian, Qi Bing, and Xiaowei Shao",Shiyang Duan; Yuan Tian; Qi Bing; Xiaowei Shao,2025,2025/08/03; 2025/08/03,"arXiv preprint arXiv:2508.01746, 2025.",arXiv preprint,https://arxiv.org/abs/2508.01746,reachable,
224,version,Aims: An uncertainty-aware ai experimentalist for quantum matter,AIMS: An uncertainty-aware AI experimentalist for quantum matter,"Siyuan Qiu, Philip D Suh, Nhat Huy Tran, Xirui Wang, Heonjoon Park, Kutay Akin, Kevin KS Multani, Seungwon Jung, Wenkai Cai, Xinyu Liu, et al",Siyuan Qiu; Philip D. Suh; Nhat Huy Tran; Xirui Wang; Heonjoon Park; Kutay Akin; Kevin K. S. Multani; Seungwon Jung; Wenkai Cai; Xinyu Liu; Ziyan Zhu; Chunjing Jia; Zhantao Chen; Zhixun Shen; Zhurun Ji,2026,2026/07/17; 2026/07/17,"arXiv preprint arXiv:2607.16544, 2026.",arXiv preprint,https://arxiv.org/abs/2607.16544v1,reachable,The survey title matches the earlier arXiv version. The current version is titled “AIMS: an AI experimentalist turns uncertainty into quantum matter discovery”.
225,matched,MDForge: Agentic molecular dynamics pipeline design under sparse simulator feedback,MDForge: Agentic Molecular Dynamics Pipeline Design under Sparse Simulator Feedback,"Zehong Wang, Yijun Ma, Connor R. Schmidt, Tianyi Ma, Weixiang Sun, Ziming Li, Xiaoguang Guo, Chuxu Zhang, Matthew J. Webber, and Yanfang Ye",Zehong Wang; Yijun Ma; Connor R. Schmidt; Tianyi Ma; Weixiang Sun; Ziming Li; Xiaoguang Guo; Chuxu Zhang; Matthew J. Webber; Yanfang Ye,2026,2026/06/11; 2026/06/11,"arXiv preprint arXiv:2606.12916, 2026.",arXiv preprint,https://arxiv.org/abs/2606.12916,reachable,
226,matched,Knowing when not to answer: Abstention-aware scientific reasoning,Knowing When Not to Answer: Abstention-Aware Scientific Reasoning,"Samir Abdaljalil, Erchin Serpedin, and Hasan Kurban",Samir Abdaljalil; Erchin Serpedin; Hasan Kurban,2026,2026/02/15; 2026/02/15,"arXiv preprint arXiv:2602.14189, 2026.",arXiv preprint,https://arxiv.org/abs/2602.14189,reachable,
227,matched,Towards agents that know when they don’t know: Uncertainty as a control signal for structured reasoning,Towards Agents That Know When They Don't Know: Uncertainty as a Control Signal for Structured Reasoning,"Josefa Lia Stoisser, Marc Boubnovski Martell, Lawrence Phillips, Gianluca Mazzoni, Lea Mørch Harder, Philip Torr, Jesper Ferkinghoff-Borg, Kaspar Martens, and Julien Fauqueur",Josefa Lia Stoisser; Marc Boubnovski Martell; Lawrence Phillips; Gianluca Mazzoni; Lea Mørch Harder; Philip Torr; Jesper Ferkinghoff-Borg; Kaspar Martens; Julien Fauqueur,2025,2025/09/02; 2025/09/02,"arXiv preprint arXiv:2509.02401, 2025.",arXiv preprint,https://arxiv.org/abs/2509.02401,reachable,
228,matched,Large language models as uncertainty-calibrated optimizers for experimental discovery,Large language models as uncertainty-calibrated optimizers for experimental discovery,"Bojana Rankovi ´c, Ryan-Rhys Griffiths, and Philippe Schwaller",Bojana Ranković; Ryan-Rhys Griffiths; Philippe Schwaller,2025,2025/04/08; 2025/11/07,"arXiv preprint arXiv:2504.06265, 2025.",arXiv preprint,https://arxiv.org/abs/2504.06265,reachable,
229,matched,"Position: Correct answer, wrong mechanism – when AI scientists defend general claims their own data contradicts","Position: Correct Answer, Wrong Mechanism -- When AI Scientists Defend General Claims Their Own Data Contradicts",Steven Young Eulig,Steven Young Eulig,2026,2026/06/22; 2026/06/22,"arXiv preprint arXiv:2606.23175, 2026.",arXiv preprint,https://arxiv.org/abs/2606.23175,reachable,
230,matched,Autonomous research agents: A survey of AI scientists and the verification gap,Autonomous Research Agents: A Survey of AI Scientists and the Verification Gap,"Tianyu Ding, Aditya Nannapaneni, Bingfan Liu, and Ling Zhang",Tianyu Ding; Aditya Nannapaneni; Bingfan Liu; Ling Zhang,2026,2026/06/29; 2026/06/29,"arXiv preprint arXiv:2608.05179, 2026.",arXiv preprint,https://arxiv.org/abs/2608.05179,reachable,
231,matched,Uncertainty quantification for clinical outcome predictions with (large) language models,Uncertainty Quantification for Clinical Outcome Predictions with (Large) Language Models,"Zizhang Chen, Peizhao Li, Xiaomeng Dong, and Pengyu Hong",Zizhang Chen; Peizhao Li; Xiaomeng Dong; Pengyu Hong,2025,2025/4,"InFindings of the Association for Computational Linguistics: NAACL 2025, pages 7527–7538, 2025.",Findings of the Association for Computational Linguistics: NAACL 2025,https://doi.org/10.18653/v1/2025.findings-naacl.419,reachable,
232,matched,At-cxr: Uncertainty-aware agentic triage for chest x-rays,AT-CXR: Uncertainty-Aware Agentic Triage for Chest X-rays,"Xueyang Li, Mingze Jiang, Gelei Xu, Jun Xia, Mengzhao Jia, Danny Chen, and Yiyu Shi",Xueyang Li; Mingze Jiang; Gelei Xu; Jun Xia; Mengzhao Jia; Danny Chen; Yiyu Shi,2025,2025/08/26; 2025/08/26,"arXiv preprint arXiv:2508.19322, 2025.",arXiv preprint,https://arxiv.org/abs/2508.19322,reachable,
233,matched,Expertise-aware multi-llm recruitment and collaboration for medical decision-making,Expertise-aware Multi-LLM Recruitment and Collaboration for Medical Decision-Making,"Liuxin Bao, Zhihao Peng, Xiaofei Zhou, Runmin Cong, Jiyong Zhang, and Yixuan Yuan",Liuxin Bao; Zhihao Peng; Xiaofei Zhou; Runmin Cong; Jiyong Zhang; Yixuan Yuan,2025,2025/08/19; 2025/08/19,"arXiv preprint arXiv:2508.13754, 2025.",arXiv preprint,https://arxiv.org/abs/2508.13754,reachable,
234,matched,"Arbitration failure, not perceptual blindness: How vision-language models resolve visual-linguistic conflicts","Arbitration Failure, Not Perceptual Blindness: How Vision-Language Models Resolve Visual-Linguistic Conflicts","Farhad Nooralahzadeh, Omid Rohanian, Yi Zhang, Jonathan Fürst, and Kurt Stockinger",Farhad Nooralahzadeh; Omid Rohanian; Yi Zhang; Jonathan Fürst; Kurt Stockinger,2026,2026/04/10; 2026/04/13,"arXiv preprint arXiv:2604.09364, 2026.",arXiv preprint,https://arxiv.org/abs/2604.09364,reachable,
235,matched,Multi-modal hallucination control by visual information grounding,Multi-Modal Hallucination Control by Visual Information Grounding,"Alessandro Favero, Luca Zancato, Matthew Trager, Siddharth Choudhary, Pramuditha Perera, Alessandro Achille, Ashwin Swaminathan, and Stefano Soatto",Alessandro Favero; Luca Zancato; Matthew Trager; Siddharth Choudhary; Pramuditha Perera; Alessandro Achille; Ashwin Swaminathan; Stefano Soatto,2024,2024/03/20; 2024/03/20,"InProceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), pages 14303–14312, 2024. arXiv:2403.14003.",arXiv preprint,https://arxiv.org/abs/2403.14003,reachable,
236,matched,Vl-uncertainty: Detecting hallucination in large vision-language model via uncertainty estimation,VL-Uncertainty: Detecting Hallucination in Large Vision-Language Model via Uncertainty Estimation,"Ruiyang Zhang, Hu Zhang, and Zhedong Zheng",Ruiyang Zhang; Hu Zhang; Zhedong Zheng,2024,2024/11/18; 2024/11/28,"arXiv preprint arXiv:2411.11919, 2024.",arXiv preprint,https://arxiv.org/abs/2411.11919,reachable,
237,version,Does it fail to see or fail to know? attributing errors in vision-language models,Does It Fail to See or Fail to Know? Attributing Errors in Vision-Language Models,"Khang Nhat Hoang V o, Artem Vazhentsev, Artem Shelmanov, Timothy Baldwin, and Yova Kementchedjhieva",Khang Nhat Hoang Vo; Artem Vazhentsev; Artem Shelmanov; Timothy Baldwin; Yova Kementchedjhieva,2026,2026/07/06; 2026/07/06,"arXiv preprint arXiv:2607.04683, 2026.",arXiv preprint,https://arxiv.org/abs/2607.04683v1,reachable,The survey title matches the earlier arXiv version. The current version is titled “Failing to See or Failing to Know? Attributing Errors in Vision-Language Models”.
238,matched,Know where you’re uncertain when planning with multimodal foundation models: A formal framework,Know Where You're Uncertain When Planning with Multimodal Foundation Models: A Formal Framework,"Neel P Bhatt, Yunhao Yang, Rohan Siva, Daniel Milan, Ufuk Topcu, and Zhangyang Wang",Neel P. Bhatt; Yunhao Yang; Rohan Siva; Daniel Milan; Ufuk Topcu; Zhangyang Wang,2025,2024/11/03; 2025/04/17,"MLSys, 2025.",MLSys 2025,https://arxiv.org/abs/2411.01639,reachable,Conference and year confirmed by the conference or author publication record: MLSys 2025.
